@RELATION mfcc_features
@ATTRIBUTE MEAN_MFCC_0 NUMERIC
@ATTRIBUTE MEAN_MFCC_1 NUMERIC
@ATTRIBUTE MEAN_MFCC_2 NUMERIC
@ATTRIBUTE MEAN_MFCC_3 NUMERIC
@ATTRIBUTE MEAN_MFCC_4 NUMERIC
@ATTRIBUTE MEAN_MFCC_5 NUMERIC
@ATTRIBUTE MEAN_MFCC_6 NUMERIC
@ATTRIBUTE MEAN_MFCC_7 NUMERIC
@ATTRIBUTE MEAN_MFCC_8 NUMERIC
@ATTRIBUTE MEAN_MFCC_9 NUMERIC
@ATTRIBUTE MEAN_MFCC_10 NUMERIC
@ATTRIBUTE MEAN_MFCC_11 NUMERIC
@ATTRIBUTE MEAN_MFCC_12 NUMERIC
@ATTRIBUTE MEAN_MFCC_13 NUMERIC
@ATTRIBUTE MEAN_MFCC_14 NUMERIC
@ATTRIBUTE MEAN_MFCC_15 NUMERIC
@ATTRIBUTE MEAN_MFCC_16 NUMERIC
@ATTRIBUTE MEAN_MFCC_17 NUMERIC
@ATTRIBUTE MEAN_MFCC_18 NUMERIC
@ATTRIBUTE MEAN_MFCC_19 NUMERIC
@ATTRIBUTE MEAN_MFCC_20 NUMERIC
@ATTRIBUTE MEAN_MFCC_21 NUMERIC
@ATTRIBUTE MEAN_MFCC_22 NUMERIC
@ATTRIBUTE MEAN_MFCC_23 NUMERIC
@ATTRIBUTE MEAN_MFCC_24 NUMERIC
@ATTRIBUTE MEAN_MFCC_25 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_0 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_1 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_2 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_3 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_4 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_5 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_6 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_7 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_8 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_9 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_10 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_11 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_12 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_13 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_14 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_15 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_16 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_17 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_18 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_19 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_20 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_21 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_22 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_23 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_24 NUMERIC
@ATTRIBUTE MEAN_DELTA_MFCC_25 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_0 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_1 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_2 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_3 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_4 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_5 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_6 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_7 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_8 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_9 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_10 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_11 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_12 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_13 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_14 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_15 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_16 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_17 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_18 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_19 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_20 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_21 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_22 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_23 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_24 NUMERIC
@ATTRIBUTE MEAN_DELTA2_MFCC_25 NUMERIC
@ATTRIBUTE STD_MFCC_0 NUMERIC
@ATTRIBUTE STD_MFCC_1 NUMERIC
@ATTRIBUTE STD_MFCC_2 NUMERIC
@ATTRIBUTE STD_MFCC_3 NUMERIC
@ATTRIBUTE STD_MFCC_4 NUMERIC
@ATTRIBUTE STD_MFCC_5 NUMERIC
@ATTRIBUTE STD_MFCC_6 NUMERIC
@ATTRIBUTE STD_MFCC_7 NUMERIC
@ATTRIBUTE STD_MFCC_8 NUMERIC
@ATTRIBUTE STD_MFCC_9 NUMERIC
@ATTRIBUTE STD_MFCC_10 NUMERIC
@ATTRIBUTE STD_MFCC_11 NUMERIC
@ATTRIBUTE STD_MFCC_12 NUMERIC
@ATTRIBUTE STD_MFCC_13 NUMERIC
@ATTRIBUTE STD_MFCC_14 NUMERIC
@ATTRIBUTE STD_MFCC_15 NUMERIC
@ATTRIBUTE STD_MFCC_16 NUMERIC
@ATTRIBUTE STD_MFCC_17 NUMERIC
@ATTRIBUTE STD_MFCC_18 NUMERIC
@ATTRIBUTE STD_MFCC_19 NUMERIC
@ATTRIBUTE STD_MFCC_20 NUMERIC
@ATTRIBUTE STD_MFCC_21 NUMERIC
@ATTRIBUTE STD_MFCC_22 NUMERIC
@ATTRIBUTE STD_MFCC_23 NUMERIC
@ATTRIBUTE STD_MFCC_24 NUMERIC
@ATTRIBUTE STD_MFCC_25 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_0 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_1 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_2 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_3 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_4 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_5 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_6 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_7 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_8 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_9 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_10 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_11 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_12 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_13 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_14 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_15 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_16 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_17 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_18 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_19 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_20 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_21 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_22 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_23 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_24 NUMERIC
@ATTRIBUTE STD_DELTA_MFCC_25 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_0 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_1 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_2 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_3 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_4 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_5 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_6 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_7 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_8 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_9 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_10 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_11 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_12 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_13 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_14 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_15 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_16 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_17 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_18 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_19 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_20 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_21 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_22 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_23 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_24 NUMERIC
@ATTRIBUTE STD_DELTA2_MFCC_25 NUMERIC
@ATTRIBUTE class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@DATA
-198.734422,102.401490,-9.989948,30.810211,-3.287829,20.277971,-5.638076,28.101501,-11.502245,18.215192,-7.350883,12.282851,-4.367701,11.403197,-3.465127,2.013455,-6.986456,1.106005,-1.500818,1.943711,1.212744,3.109836,0.990268,2.696567,2.949479,1.712290,-0.221100,-0.017877,0.054749,0.013523,0.026858,-0.000691,0.009514,0.006318,0.010729,0.003904,0.017012,0.001572,-0.010645,-0.005803,0.001653,-0.003151,0.012167,0.012827,0.015177,-0.010490,-0.000588,-0.004257,0.007555,0.005767,0.008279,-0.009658,0.014912,0.001428,-0.006550,-0.014839,0.001505,0.000577,0.005117,0.002141,0.002032,0.003291,-0.000889,-0.004007,0.002218,0.001592,0.002834,0.001111,0.002624,0.002947,-0.010303,-0.003126,-0.004008,0.000309,0.007183,-0.000294,0.001070,-0.000025,69.956511,22.850720,25.110574,17.653516,15.702050,12.095667,12.110612,10.643805,9.616583,9.290724,8.803209,8.845815,8.295633,8.183552,8.434814,7.530678,8.525770,8.010072,8.804695,8.189777,9.379650,8.995809,9.615378,9.677894,9.366501,8.191776,13.851937,3.823919,4.299787,2.775145,2.508826,2.240985,2.122877,1.863244,1.475976,1.673157,1.393057,1.622780,1.419067,1.631157,1.324282,1.452675,1.399880,1.536209,1.383320,1.449525,1.393402,1.474125,1.534088,1.580439,1.654935,1.465390,9.079696,2.488923,2.735564,1.725820,1.515561,1.331365,1.423384,1.194585,0.975933,1.060633,0.928817,1.007104,1.115218,0.987330,0.994189,0.869967,0.945732,1.009675,0.883710,0.847723,1.025650,1.037766,1.070369,1.048922,1.130237,1.042640,reggae
-191.169351,96.335983,-17.652023,24.829919,-0.871205,26.333565,-12.921887,19.629574,-9.789677,16.964962,-8.585590,11.415912,-8.200768,5.952975,-1.849603,5.964336,-8.073905,3.390880,-2.651767,-0.804540,-5.326939,-1.550254,-3.949747,3.359062,-1.405643,1.086541,-0.080777,-0.020331,0.027363,-0.018709,0.038104,0.031939,-0.020513,0.027662,0.006952,0.002303,0.007488,0.009018,0.019669,-0.001951,0.010826,0.010650,-0.002363,0.010245,-0.008474,0.004231,-0.003097,0.006777,-0.001113,0.013968,0.020487,0.019105,-0.023040,-0.001718,0.007859,-0.000820,0.000947,-0.005803,0.000039,-0.006215,0.001225,-0.009890,0.007701,-0.000074,0.000710,-0.003411,0.003569,0.002063,-0.003312,-0.002928,-0.006747,-0.007469,-0.000706,-0.000905,0.004393,0.002287,0.002788,-0.001028,72.850879,31.414970,25.999931,21.654588,18.973234,15.716673,16.972331,14.831016,11.553117,10.330302,10.644659,9.677855,9.652095,10.015266,7.760590,7.666088,7.977804,8.731340,8.739182,7.626594,8.410888,8.967447,9.078763,8.364493,8.564458,8.464926,13.796508,5.501646,4.693393,3.741964,3.276569,2.487057,2.764068,2.191686,2.040313,1.877201,2.016951,1.616295,1.596082,1.590574,1.430922,1.337292,1.391658,1.431143,1.464421,1.380471,1.459833,1.592622,1.525390,1.429430,1.455758,1.307123,10.952265,3.485798,2.933319,2.231297,1.825908,1.507785,1.643011,1.285448,1.272030,1.190921,1.426730,1.053137,1.176061,1.034796,1.051649,0.962817,0.926330,0.954676,0.938059,0.986477,0.982574,1.013877,0.972514,0.980974,1.046214,0.868283,reggae
-206.477397,122.588799,-0.563574,29.336166,10.247352,28.214602,-9.909893,13.360518,-8.442378,11.280411,-7.282621,7.069557,-10.345523,1.941418,-6.537753,-0.202541,-7.561281,0.412658,-1.655670,-0.173228,3.626999,-2.388553,1.190412,3.042197,3.108886,-1.226784,0.023808,-0.097904,0.050724,-0.006733,-0.032641,0.033773,-0.035836,-0.008832,-0.026201,0.012474,-0.026141,-0.003895,-0.024219,0.002364,-0.029391,0.009579,-0.026930,-0.008587,-0.019565,-0.022047,-0.007244,-0.013360,-0.007847,0.011824,0.019506,0.012762,0.021121,-0.015187,0.019802,0.005190,0.000639,-0.001633,0.015659,0.011229,0.007271,0.001865,0.001583,-0.001968,0.001526,-0.002824,0.001107,0.008405,-0.007269,0.002570,0.004214,0.001814,0.000126,0.002894,-0.002134,0.004219,-0.005002,-0.002799,80.250298,30.454759,29.344703,16.711397,18.083789,13.864599,15.654223,12.389217,12.157791,14.027000,11.359407,10.282360,10.788917,9.499890,11.212134,9.942631,9.863926,8.995064,9.683852,11.036763,9.979711,8.594233,9.963483,10.375867,9.867759,8.156216,15.323281,5.514677,5.252635,2.825025,2.776722,2.711480,2.752670,2.322740,2.014130,2.549684,2.021668,2.074459,2.290567,1.696570,2.232000,1.830184,1.841903,1.736193,1.747375,1.888535,1.743942,1.663305,1.778681,1.840247,1.711145,1.417861,11.252004,3.595442,3.319728,1.822736,1.856396,1.595456,1.651636,1.555948,1.409865,1.394354,1.334782,1.267585,1.277525,1.095474,1.184340,1.178594,1.036061,1.055829,1.064198,1.128014,1.080296,1.053822,1.077881,1.095413,1.126443,0.948201,reggae
-209.561026,105.245083,2.581662,34.883435,15.329064,25.211457,-6.035754,18.255022,-5.070915,8.931058,-1.031096,8.231606,-4.037406,4.739713,-1.054396,3.066329,-4.590122,4.261040,-2.127876,-3.665569,-1.891031,0.049461,1.826100,-0.641556,0.067058,0.915466,0.125729,0.047192,-0.015734,0.028011,0.056096,0.001044,0.006009,0.005720,0.012218,0.035750,0.007782,-0.003669,-0.019853,-0.003969,-0.010913,0.006790,0.005298,0.012387,0.006849,-0.003718,0.001425,0.023134,0.011487,-0.012253,-0.035152,-0.040190,0.160722,-0.000111,-0.030162,-0.024464,-0.010916,-0.009055,-0.006010,0.009759,-0.007885,-0.004693,-0.021539,-0.004567,-0.013258,0.008911,-0.006269,0.005116,0.000393,0.002578,-0.004138,-0.001966,0.001427,0.009748,0.010447,0.006603,0.001948,-0.008708,82.156447,36.149585,28.508455,20.138892,18.691132,13.557203,17.082676,14.696488,14.444320,11.284301,11.203567,9.516085,9.838116,8.644893,9.708775,8.129599,8.520291,7.948948,7.119919,9.473663,8.084200,10.192220,9.388799,9.847073,10.179247,9.769317,17.027432,5.842647,5.065396,3.410216,2.897463,2.330889,2.804960,2.220072,2.486791,2.054109,2.196756,1.706383,1.926210,1.631710,1.669891,1.417246,1.483422,1.372795,1.187469,1.455187,1.350374,1.618614,1.425290,1.364750,1.584852,1.579630,10.772641,3.764409,2.929410,1.999857,1.644443,1.376728,1.598108,1.270276,1.474795,1.330833,1.432815,1.215702,1.373706,1.069532,1.164603,0.874368,0.983468,0.948268,0.805652,0.884920,0.875629,1.015267,0.907939,0.853457,0.966622,0.856845,reggae
-157.787864,109.850554,8.465250,41.799886,5.120901,25.755258,-12.953895,22.061246,-15.509737,14.366769,-11.919334,11.596646,-10.623369,4.129815,-4.043911,3.464054,-8.401411,1.782724,-5.236909,-1.457107,-1.632135,-0.134692,0.014200,0.907691,0.372830,-3.025956,-0.119713,0.044082,-0.011326,-0.000062,0.029395,0.005233,0.013210,0.002597,0.017428,-0.027096,-0.002119,-0.007857,-0.007626,-0.006879,0.019739,0.005087,0.021952,-0.008841,0.000910,-0.001656,0.010736,0.002224,0.010303,-0.008519,0.011972,-0.004854,-0.009744,0.010898,0.006450,0.001532,0.001385,-0.004914,0.003978,-0.001301,-0.003320,0.000123,0.006752,-0.000433,0.012852,0.001359,-0.002473,-0.006987,-0.000541,0.006443,0.001913,0.005281,0.002480,0.002385,0.003047,0.006585,-0.000481,0.001205,62.180994,29.055948,22.800035,16.594291,14.193328,13.914841,13.701258,11.056892,11.183780,11.572988,8.913720,9.246676,8.553243,8.462902,8.976474,8.239923,7.640331,7.400725,7.489242,8.939087,7.881405,7.948014,7.326763,7.377814,7.850077,7.969495,12.010160,5.301277,4.346510,2.785534,2.297398,2.290628,2.317490,2.065165,1.915254,2.040086,1.569416,1.816690,1.629921,1.504057,1.530929,1.467275,1.309998,1.340007,1.241734,1.352377,1.339166,1.364646,1.224791,1.250557,1.213324,1.269667,8.395751,3.357827,2.548633,1.770793,1.428550,1.395995,1.447494,1.303256,1.242579,1.264370,1.082419,1.046964,1.127593,0.927714,0.989523,0.963319,0.889567,0.785356,0.792377,0.795383,0.866359,0.856502,0.778623,0.794043,0.779440,0.780603,reggae
-76.065052,101.082919,-11.607362,46.235324,-11.189789,31.384805,-9.450622,22.461994,-16.792473,15.963856,-9.504418,11.795689,-7.843974,9.714248,-7.236621,6.172439,-8.602955,8.078385,-5.590116,3.727542,3.664103,2.378434,0.244802,2.206555,-0.575167,4.187810,0.087882,-0.037668,-0.001456,0.000522,-0.008165,0.002665,-0.011610,0.015508,-0.010221,0.010388,-0.016691,0.007226,0.002076,0.010605,-0.010250,0.005104,-0.007449,0.007117,-0.005030,-0.005026,-0.016884,-0.003581,-0.007730,0.002955,0.004292,0.016197,0.026900,-0.017949,0.011141,0.006621,0.007255,-0.007504,-0.000211,0.000622,0.012732,-0.001023,-0.000309,-0.000225,-0.001700,-0.002688,-0.000472,-0.001384,-0.000294,-0.000097,-0.007682,-0.002213,0.002558,-0.001205,0.002623,0.002549,-0.000525,0.001392,61.558897,17.478158,20.731196,11.677031,8.833770,8.704729,9.242754,7.431921,7.531957,7.880004,7.334330,7.240094,6.807143,6.105257,6.260358,6.434090,7.541485,8.113939,7.689261,6.931982,8.261735,7.656563,8.190077,7.441704,8.193500,7.297446,11.529338,3.082518,3.191788,1.965146,1.699514,1.742992,1.718579,1.460213,1.348681,1.320900,1.330388,1.445932,1.310674,1.131345,1.158603,1.060767,1.358923,1.382819,1.413391,1.201221,1.345600,1.243901,1.506395,1.326950,1.439601,1.175808,8.308073,2.393340,1.890417,1.124610,0.971371,1.012408,1.098009,0.948503,0.911049,0.871074,0.883120,0.968280,0.935934,0.764771,0.892214,0.700224,0.959415,0.872014,0.901411,0.728809,0.866096,0.755786,1.038425,0.774418,0.912578,0.728241,reggae
-154.829001,110.017991,-18.426152,36.617261,0.558373,31.572144,-10.411385,18.814072,-7.158778,13.147525,-5.246445,8.898725,-6.704806,6.030564,-2.797218,3.633914,-2.219202,5.304259,-6.597186,-2.923169,2.667108,2.010613,1.619703,2.202554,2.816950,0.036412,0.159467,-0.052005,-0.016441,0.027241,-0.040117,0.000476,-0.040441,0.003766,-0.026303,0.008386,-0.016136,0.010605,-0.006728,0.014983,-0.003616,-0.001586,-0.008623,0.011639,0.000157,0.008352,-0.003956,-0.005486,-0.000605,0.001633,0.012986,0.009720,0.056441,-0.032079,0.004562,0.006078,-0.002677,-0.005669,-0.013116,-0.002570,0.000379,0.004634,-0.002036,0.005040,-0.002585,-0.000914,-0.007476,-0.001425,-0.000188,-0.000793,-0.003733,0.006188,-0.003438,-0.003612,0.002345,0.003656,0.003072,0.000372,68.412464,37.369315,24.649214,18.547729,20.702425,13.730778,17.990834,11.659776,14.991396,11.608478,11.365475,9.423613,10.999679,9.920957,9.110482,8.004296,9.962423,8.005506,7.915924,8.215256,9.233650,9.273078,10.283340,9.746871,10.562944,10.022401,13.560022,6.086333,4.838196,3.038458,3.119297,2.152532,2.647541,1.977519,2.260903,1.900883,1.867272,1.712081,1.776172,1.823185,1.635839,1.401600,1.432233,1.391858,1.325817,1.329215,1.476614,1.558945,1.547787,1.567411,1.580586,1.559707,9.541940,3.849922,2.738266,1.796652,2.028885,1.110918,1.545168,1.214071,1.146415,1.046972,1.089874,1.157846,1.096338,1.139502,0.924206,0.857748,0.865791,0.824445,0.822561,0.825747,0.940393,0.942302,0.920744,0.899751,0.904640,0.908417,reggae
-170.842777,107.722848,-1.758856,46.444073,-0.183571,24.942400,-10.660903,18.090780,-10.776378,11.157840,-7.251315,6.206228,-6.465581,2.048056,-2.431339,2.559465,-4.040068,0.791588,-3.755938,-1.678680,0.135220,0.912880,-0.816574,-1.048205,-0.335900,-1.191842,0.098137,0.025448,-0.033414,0.010399,0.003455,-0.018405,-0.010119,-0.004626,-0.006730,0.020918,0.005435,0.000008,-0.012055,0.005477,-0.002181,0.009130,-0.002160,0.003587,0.003204,0.011336,0.001693,0.014344,0.001897,0.000960,-0.006206,-0.005976,0.025894,0.004079,0.014447,-0.002150,0.010782,0.015379,0.009472,0.006708,0.006241,0.002107,0.000366,-0.000250,-0.001195,0.002618,0.011355,0.003706,0.006261,0.002369,-0.000088,-0.001215,-0.000152,0.002525,0.003986,0.002730,0.002112,-0.001571,71.697277,31.183568,23.329898,15.137125,18.549333,13.675912,14.136256,10.946396,12.873553,10.602622,10.819243,9.582535,9.926198,9.222628,7.905777,7.582011,6.967561,7.180273,7.746180,6.324026,7.299475,7.167485,6.780968,7.611483,7.577254,7.303573,13.647607,5.584559,4.592080,2.505877,2.946938,2.222444,2.265069,2.208615,2.316623,1.974586,1.802921,1.916510,1.759451,1.658102,1.395673,1.296927,1.187260,1.284304,1.249098,1.174811,1.318944,1.286854,1.055134,1.111494,1.192159,1.169418,12.153332,3.777159,3.208215,1.841114,2.270728,1.368917,1.628184,1.352634,1.455742,1.214448,1.355486,1.117977,1.301458,1.195330,1.043547,0.902251,0.777119,0.839448,0.822026,0.769255,0.877752,0.975293,0.710543,0.784333,0.797863,0.738236,reggae
-184.578000,106.207710,4.015716,38.713036,8.409508,30.455731,-3.342012,20.307582,-1.534425,15.917467,-6.514725,13.190655,-1.717490,6.854093,-3.229661,1.875111,-6.035770,3.522006,-7.401606,-1.741927,-6.731570,-6.041095,-3.526055,-1.414573,1.477170,3.221855,0.264636,0.024289,-0.070908,-0.032679,-0.038571,-0.005406,-0.002764,0.002731,-0.028296,-0.002954,-0.019571,0.002644,-0.003516,0.019642,0.000985,0.018104,-0.007383,0.001775,-0.007534,0.006192,0.009080,-0.004655,-0.005153,0.001905,0.005990,0.003416,-0.034166,0.024175,0.015619,0.003328,0.007422,0.011181,0.015738,0.004931,0.011330,-0.000471,0.002807,-0.000933,-0.000791,0.002928,0.002684,-0.006125,0.000217,-0.001355,0.006026,-0.000128,-0.001976,-0.009400,0.002847,0.001663,0.000732,0.000271,92.133347,34.668902,28.484398,16.638940,23.549197,12.367540,19.478244,11.399085,12.900828,9.797264,10.171851,9.386204,10.347049,11.464529,8.632484,8.219993,8.432105,7.621824,9.133805,7.733024,7.380666,8.095473,7.726332,9.651573,11.175195,11.729174,16.475673,6.681531,5.189820,3.059347,3.536871,2.203066,3.240740,2.031440,2.219432,1.760950,1.650520,1.731243,1.876117,1.936933,1.533533,1.523691,1.420131,1.339180,1.470293,1.439711,1.330923,1.362693,1.313947,1.498727,1.821100,1.793025,11.716530,4.096771,2.934767,1.861708,2.170862,1.286022,1.784457,1.213535,1.593208,1.096787,1.112116,1.123238,1.296650,1.226201,1.074675,1.025060,0.960661,0.908857,0.978257,0.939507,0.826150,0.955987,0.908763,0.974792,1.117733,1.017724,reggae
-177.728037,113.607273,2.342382,35.809980,1.621918,34.692963,-8.722159,16.268509,-9.320133,14.183673,-2.061071,13.126954,-7.249082,3.582669,-0.577628,4.825433,-3.580989,3.780437,-4.299152,-1.119958,0.998565,-0.321228,2.381470,1.825303,1.983629,0.643771,0.035230,0.033742,-0.004329,-0.001991,-0.010005,-0.002767,-0.003880,-0.006466,0.003562,0.024612,-0.014674,-0.000136,-0.012323,-0.012035,-0.003747,-0.001236,-0.005523,-0.001704,0.005652,0.006655,-0.001724,0.005867,0.001769,0.006111,-0.000084,0.008056,0.039064,-0.002251,-0.000854,-0.008413,0.002097,-0.010385,-0.000948,0.002469,0.001596,-0.002534,-0.000883,-0.003607,-0.007216,-0.003834,-0.006004,-0.003499,0.000965,0.007882,0.003375,-0.003539,-0.006067,0.000421,0.004284,0.005891,0.003393,0.000969,77.675073,28.763587,22.298710,18.356264,16.207102,12.354027,16.242632,12.976638,13.421526,11.204607,12.301954,11.467843,11.324192,9.513313,8.687384,8.928887,10.262033,7.477339,9.482886,7.915827,8.592459,8.795464,10.014219,10.073673,9.097436,8.632158,15.584663,5.187964,4.200382,3.221673,2.818319,2.108451,2.824797,2.250010,2.333274,1.940319,2.357675,2.066952,1.924929,1.695659,1.693846,1.634547,1.694490,1.423184,1.567065,1.492741,1.496696,1.408764,1.578360,1.578127,1.609673,1.403716,10.624208,3.243457,2.572080,1.913127,1.684702,1.384583,1.666182,1.423664,1.554814,1.197797,1.611298,1.141330,1.352933,1.069811,1.219742,1.019968,1.007504,0.873730,0.936572,0.929621,0.951597,0.869462,0.986181,0.948480,1.071026,0.856494,reggae
